,City,Cloudiness,Country,Date,Humidity,Latitude,Longitude,Max Temp,Wind Speed
91,Albany,82,US,1595280918,47,42.6,-73.97,306.48,0.45
92,Cape Town,0,ZA,1595280948,93,-33.93,18.42,284.82,1.0
93,Bambanglipuro,100,ID,1595281088,85,-7.95,110.28,298.24,4.84
94,Ponta do Sol,20,PT,1595281089,60,32.67,-17.1,295.15,4.1
95,Korla,88,CN,1595280880,53,41.76,86.15,293.6,2.22
96,Taltal,100,CL,1595281092,67,-25.4,-70.48,289.18,0.69
97,Bambous Virieux,75,MU,1595281093,60,-20.34,57.76,294.15,5.1
98,Kedgwick,49,CA,1595281094,57,47.64,-67.34,297.6,4.65
99,Oranjemund,0,NA,1595281095,37,-28.55,16.43,290.88,2.15
100,Alofi,75,NU,1595281097,88,-19.06,-169.92,300.15,3.6
101,Kahului,40,US,1595280893,46,20.89,-156.47,305.15,10.3
102,Shingū,100,JP,1595281099,80,33.73,135.98,298.84,1.6
103,George Town,20,MY,1595281100,94,5.41,100.34,298.15,1.0
104,Naze,40,JP,1595281102,100,28.37,129.48,299.15,1.5
105,Chicama,11,PE,1595281103,67,-7.84,-79.15,292.66,4.02
106,Hauterive,1,FR,1595281105,60,46.09,3.45,297.15,2.6
107,Valdivia,75,CL,1595281106,87,-39.81,-73.25,284.15,2.6
108,Kiruna,100,SE,1595281107,100,67.86,20.23,286.15,1.5
109,Yumen,100,CN,1595281108,30,40.28,97.2,297.12,7.78
110,Namatanai,29,PG,1595281110,76,-3.67,152.43,300.79,2.73
111,San Andrés,75,CO,1595281111,70,12.58,-81.7,304.15,5.1
112,Tuktoyaktuk,90,CA,1595281112,81,69.45,-133.04,279.15,5.7
113,Saint-Leu,75,RE,1595281114,63,-21.15,55.28,292.15,4.1
114,Ribeira Grande,75,PT,1595281115,68,38.52,-28.7,295.15,2.6
115,Khanbari,100,NP,1595281116,76,27.37,87.2,295.09,0.31
116,Los Llanos de Aridane,20,ES,1595280849,78,28.66,-17.92,296.15,7.7
117,Kavaratti,100,IN,1595281119,80,10.57,72.64,301.11,9.63
118,Brits,0,ZA,1595281121,44,-25.63,27.78,283.15,1.49
119,Ucluelet,20,CA,1595281122,68,48.93,-125.55,296.48,3.6
120,Townsville,75,AU,1595281123,88,-19.25,146.8,292.59,2.6
121,Port Augusta,100,AU,1595281125,100,-32.5,137.77,278.71,2.6
122,Maniitsoq,100,GL,1595281126,91,65.42,-52.9,282.31,2.97
123,Grindavik,75,IS,1595280873,71,63.84,-22.43,283.15,2.1
124,Porto Belo,20,BR,1595281128,93,-27.16,-48.55,294.26,4.6
125,Batemans Bay,9,AU,1595281129,100,-35.72,150.18,274.82,2.17
126,Genhe,22,CN,1595281131,81,50.78,121.52,284.4,3.03
127,Zhirnovsk,25,RU,1595281132,73,50.98,44.77,289.65,0.93
128,Arvika,0,SE,1595281133,93,59.66,12.59,288.71,2.6
129,‘Ewa Beach,40,US,1595281135,43,21.32,-158.01,304.15,4.1
130,Bartica,20,GY,1595281136,74,6.4,-58.62,302.15,4.1
131,Sarkand,43,KZ,1595280871,28,45.41,79.92,295.15,3.25
132,Touros,75,BR,1595281138,100,-5.2,-35.46,296.15,4.1
133,Airai,53,TL,1595281140,84,-8.93,125.41,285.49,1.15
134,Lompoc,1,US,1595281141,64,34.64,-120.46,294.15,5.1
135,Guerrero Negro,8,MX,1595280898,39,27.98,-114.06,303.48,6.86
136,Dryden,40,CA,1595281143,43,49.78,-92.75,294.15,1.5
137,Bengkulu,64,ID,1595280890,86,-3.8,102.27,297.76,2.12
138,Zyryanka,56,RU,1595281146,41,65.75,150.85,296.8,8.52
139,Verkhnevilyuysk,100,RU,1595281147,95,63.45,120.32,289.98,2.52
140,Vao,43,NC,1595281148,61,-22.67,167.48,293.7,4.93
141,Port Alfred,0,ZA,1595281113,66,-33.59,26.89,288.18,2.92
142,Prince Rupert,90,CA,1595280999,93,54.32,-130.32,289.15,3.6
143,Luwuk,30,ID,1595281152,79,-0.95,122.79,297.88,1.78
144,Bethel,1,US,1595281153,45,41.37,-73.41,305.93,3.6
145,Pevek,10,RU,1595281155,57,69.7,170.31,281.3,1.96
146,Yellowknife,40,CA,1595281156,47,62.46,-114.35,297.15,3.6
147,Port-Gentil,20,GA,1595281157,83,-0.72,8.78,297.15,5.16
148,Beloha,0,MG,1595281159,74,-25.17,45.05,289.54,5.75
149,Necochea,100,AR,1595281160,94,-38.55,-58.74,283.71,7.6
150,Hīt,0,IQ,1595281161,12,33.64,42.83,306.96,4.19
151,Westport,20,US,1595281162,46,41.14,-73.36,307.59,4.6
152,Fort-Shevchenko,0,KZ,1595281164,39,44.51,50.26,302.81,4.1
153,Paamiut,99,GL,1595281165,79,61.99,-49.67,281.1,1.04
154,Longyearbyen,75,SJ,1595281166,87,78.22,15.64,280.15,1.0
155,Buchanan,75,LR,1595280900,94,5.88,-10.05,298.15,4.41
156,Thap Khlo,100,TH,1595281169,90,16.16,100.6,298.53,2.15
157,Mahébourg,75,MU,1595280873,60,-20.41,57.7,294.15,5.1
158,Hong Kong,100,HK,1595281171,78,22.29,114.16,300.93,0.64
159,Palmerston,53,AU,1595281173,88,-12.49,130.98,292.59,1.0
160,Homer,1,US,1595281174,77,59.64,-151.55,290.15,2.6
161,Ilulissat,81,GL,1595280895,46,69.22,-51.1,285.15,1.5
162,Excelsior Springs,1,US,1595281021,65,39.34,-94.23,300.37,1.93
163,Nome,90,US,1595281178,87,64.5,-165.41,284.82,4.1
164,Severo-Kuril'sk,5,RU,1595281179,78,50.68,156.12,284.74,1.52
165,Norman Wells,90,CA,1595281180,77,65.28,-126.83,290.15,3.1
166,Lagoa,2,PT,1595281182,71,39.05,-27.98,293.81,2.5
167,Kitimat,90,CA,1595280952,93,54.05,-128.65,289.15,2.1
168,Lüderitz,0,NA,1595281184,35,-26.65,15.16,293.15,1.0
169,Hithadhoo,94,MV,1595281185,78,-0.6,73.08,302.03,6.8
170,Hay River,40,CA,1595281187,64,60.82,-115.8,295.15,3.1
171,Nabire,100,ID,1595281188,86,-3.37,135.48,297.39,1.91
172,Manavālakurichi,75,IN,1595281189,78,8.13,77.3,299.15,2.1
173,Wonthaggi,100,AU,1595281191,85,-38.6,145.59,283.71,4.47
174,Ubari,1,LY,1595281192,27,26.59,12.78,304.33,5.83
175,Saint-Philippe,75,RE,1595281193,63,-21.36,55.77,292.15,4.1
176,Tiksi,100,RU,1595281195,95,71.69,128.87,280.26,5.87
177,Asekeyevo,0,RU,1595281196,85,53.57,52.8,289.49,1.31
178,Basco,1,PH,1595281197,80,20.45,121.97,302.4,6.11
179,Kaka,0,TM,1595281199,15,37.35,59.61,303.4,4.02
180,Nikolskoye,97,RU,1595281200,77,59.7,30.79,291.15,2.0
181,Codrington,99,AU,1595281202,80,-38.27,141.97,283.17,2.61
182,Kedrovyy,20,RU,1595281203,93,56.17,91.82,286.15,1.1
183,High River,6,CA,1595281206,55,50.58,-113.87,297.04,2.24
184,Vostok,100,RU,1595281207,100,46.49,135.88,288.34,0.84
185,Togur,86,RU,1595281208,95,58.36,82.83,286.61,4.49
186,Hofn,66,IS,1595281209,75,64.25,-15.21,284.3,1.18
187,La Crosse,1,US,1595281164,51,43.8,-91.24,300.15,3.1
188,Puerto Ayora,40,EC,1595281212,61,-0.74,-90.35,300.15,4.6
189,Flin Flon,40,CA,1595281213,41,54.77,-101.86,298.15,3.6
190,Darnah,0,LY,1595281214,74,32.77,22.64,296.97,8.21
191,Port Lincoln,15,AU,1595281216,73,-34.73,135.87,283.28,1.62
192,Margate,14,GB,1595281217,83,51.38,1.39,288.71,0.45
193,Cabo San Lucas,20,MX,1595280987,38,22.89,-109.91,308.71,7.7
194,Ternate,41,ID,1595281220,78,0.8,127.4,299.63,1.59
195,Radlin,48,PL,1595281221,91,50.05,18.48,291.48,0.45
196,Puerto Madryn,91,AR,1595280970,82,-42.77,-65.04,280.64,7.34
197,Calvinia,0,ZA,1595281223,35,-31.47,19.78,286.26,3.91
198,Champerico,40,GT,1595281224,66,14.3,-91.92,304.15,4.1
199,Colac,78,AU,1595281226,99,-38.33,143.58,279.82,2.22
200,‘Āhuimanu,20,US,1595281209,58,21.44,-157.84,304.15,4.6
201,Faanui,38,PF,1595281228,82,-16.48,-151.75,298.37,11.55
202,Hobe Sound,40,US,1595281229,62,27.06,-80.14,305.15,5.1
203,San Rafael,93,AR,1595281231,64,-34.62,-68.33,283.16,4.54
204,Savinskiy,17,RU,1595281232,79,62.93,40.14,286.3,1.32
205,Būlaevo,54,KZ,1595281234,75,54.91,70.44,287.66,5.05
206,Calhoun,1,US,1595281235,48,42.25,-85.0,301.15,5.1
207,Davila,20,PH,1595281236,94,18.47,120.58,298.15,1.0
208,Jaisalmer,50,IN,1595281237,69,26.91,70.92,303.16,11.43
209,Marawi,78,PH,1595281239,87,8.0,124.29,297.59,0.89
210,Nortelândia,39,BR,1595281240,36,-14.45,-56.8,300.19,1.68
211,Griffith,1,US,1595281241,61,41.53,-87.42,300.93,3.45
212,Papara,75,BR,1595281243,88,-3.98,-38.73,298.15,7.2
213,Florø,75,NO,1595281244,81,61.6,5.03,284.15,7.7
214,Mareeba,96,AU,1595281245,90,-17.0,145.43,292.04,1.34
215,Gornopravdinsk,0,RU,1595281247,85,60.05,69.9,283.76,2.64
216,Departamento de Maldonado,100,UY,1595281248,68,-34.67,-54.92,295.93,2.1
217,Myaundzha,0,RU,1595281249,59,63.05,147.19,292.14,3.59
218,Lata,14,PT,1595281251,60,40.16,-8.33,298.15,0.45
219,Saint George,1,US,1595281091,12,37.1,-113.58,312.59,3.1
220,Ancud,86,CL,1595281253,81,-41.87,-73.82,283.15,3.1
221,Atherton,32,GB,1595281255,77,53.52,-2.49,285.37,0.45
222,Vardø,99,NO,1595281256,93,70.37,31.11,285.15,5.1
223,Camopi,100,GF,1595281257,95,3.17,-52.32,296.97,1.07
224,Tilichiki,60,RU,1595281258,77,60.47,166.1,286.36,1.1
225,Nanortalik,3,GL,1595281259,64,60.14,-45.24,282.99,0.46
226,Cornwall,90,CA,1595281069,54,45.02,-74.73,301.15,5.7
227,Whitehorse,75,CA,1595281115,55,60.72,-135.05,292.15,6.7
228,Evensk,0,RU,1595281263,51,61.95,159.23,291.11,5.42
229,Tasiilaq,0,GL,1595281264,87,65.61,-37.64,279.15,4.6
230,Krapivinskiy,33,RU,1595281266,100,55.0,86.81,288.15,2.0
231,Avera,40,US,1595281267,46,33.19,-82.53,307.15,3.1
232,Deputatsky,0,RU,1595281268,60,69.3,139.9,293.21,1.79
233,Batagay,87,RU,1595281270,56,67.63,134.63,298.26,1.65
234,São Filipe,41,CV,1595281271,82,14.9,-24.5,298.22,3.86
235,Bathsheba,40,BB,1595281272,62,13.22,-59.52,303.15,7.7
236,Jimma,60,ET,1595281273,89,7.67,36.83,286.9,0.62
237,Alice Springs,72,AU,1595281275,87,-23.7,133.88,282.15,5.7
238,Mago,100,RU,1595281276,80,53.25,140.18,289.92,4.38
239,Kambove,0,CD,1595281277,64,-10.88,26.6,285.28,3.33
240,Burgeo,84,CA,1595281230,88,47.62,-57.62,290.34,3.63
241,Leningradskiy,0,RU,1595281280,63,69.38,178.42,281.67,5.18
242,Springfield,1,US,1595281281,55,37.22,-93.3,306.48,2.6
243,Kaeo,78,NZ,1595281282,3,-35.1,173.78,286.48,0.89
244,Koygorodok,68,RU,1595281284,80,60.45,51.0,288.86,3.34
245,Ouésso,100,CG,1595281285,92,1.61,16.05,295.03,0.26
246,Kloulklubed,75,PW,1595281286,94,7.04,134.26,297.15,2.2
247,Gladstone,96,AU,1595281288,47,-23.85,151.25,287.15,3.1
248,Mount Gambier,90,AU,1595281289,100,-37.83,140.77,280.15,3.6
249,Verkhnyaya Inta,29,RU,1595281291,77,65.98,60.31,284.83,2.55
250,Tarnogskiy Gorodok,100,RU,1595281292,95,60.5,43.58,289.58,2.65
251,Tuatapere,82,NZ,1595281294,83,-46.13,167.68,277.04,1.34
252,Miles City,40,US,1595281295,41,46.41,-105.84,299.15,6.7
253,Cape Canaveral,20,US,1595281296,66,28.41,-80.6,304.82,5.7
254,Guiratinga,1,BR,1595281298,44,-16.35,-53.76,296.93,2.54
255,Ransang,80,PH,1595281299,78,8.96,117.58,299.09,1.66
256,Menongue,14,AO,1595281301,55,-14.66,17.69,282.51,1.56
257,Saldanha,0,ZA,1595281302,76,-33.01,17.94,284.15,1.0
258,Alihe,0,CN,1595281303,67,50.57,123.72,287.06,2.36
259,Mayo,1,US,1595281305,47,38.89,-76.51,309.15,3.1
260,Geraldton,0,AU,1595281306,81,-28.77,114.6,282.15,6.7
261,Port Hawkesbury,1,CA,1595281042,57,45.62,-61.35,299.15,5.7
262,Meulaboh,96,ID,1595281277,87,4.14,96.13,298.27,0.88
263,Ligayan,99,PH,1595281310,72,4.65,119.47,302.3,3.8
264,Hasaki,75,JP,1595281311,100,35.73,140.83,294.26,3.1
265,Sémbé,100,CG,1595281312,87,1.65,14.58,294.76,0.6
266,Areosa,2,PT,1595281313,88,41.72,-8.86,297.59,4.12
267,Dikson,100,RU,1595281266,94,73.51,80.55,277.59,6.17
268,Road Town,40,VG,1595281145,70,18.42,-64.62,303.15,4.6
269,Cidreira,72,BR,1595281317,76,-30.18,-50.21,292.83,2.93
270,Talnakh,90,RU,1595281319,100,69.49,88.4,283.15,4.0
271,Quatre Cocos,75,MU,1595281320,60,-20.21,57.76,294.15,5.1
272,Imbituba,0,BR,1595281090,73,-28.24,-48.67,295.15,4.6
273,Swellendam,5,ZA,1595281322,87,-34.02,20.44,289.15,3.6
274,Masvingo,0,ZW,1595281324,93,-20.06,30.83,282.52,2.47
275,Beni,4,CD,1595281325,100,0.5,29.47,289.46,0.58
276,Upernavik,1,GL,1595281292,51,72.79,-56.15,282.99,4.16
277,Dukat,0,RU,1595281327,55,62.55,155.55,289.54,2.01
278,Iracoubo,100,GF,1595281329,85,5.48,-53.2,299.21,3.88
279,San Fernando del Valle de Catamarca,38,AR,1595281330,64,-28.47,-65.79,290.93,1.79
280,Ostrovnoy,30,RU,1595281331,62,68.05,39.51,290.25,5.16
281,Teahupoo,20,PF,1595281333,69,-17.83,-149.27,300.15,3.6
282,Kargil,80,IN,1595281334,49,34.57,76.1,285.44,2.84
283,Seybaplaya,40,MX,1595281335,88,19.65,-90.67,299.15,5.76
284,Mt. Pleasant,1,US,1595281063,70,32.79,-79.86,307.04,5.1
285,Lac du Bonnet,100,CA,1595281338,81,50.25,-96.06,297.04,1.34
286,Chokurdakh,67,RU,1595281296,39,70.63,147.92,297.96,5.84
287,Ovsyanka,20,RU,1595281340,93,55.96,92.55,286.15,1.31
288,Dubbo,0,AU,1595281335,85,-32.25,148.62,273.15,4.1
289,Bubaque,100,GW,1595281343,81,11.28,-15.83,300.34,6.86
290,Bariloche,75,AR,1595281068,86,-41.15,-71.31,276.15,4.1
291,Omsukchan,0,RU,1595281346,55,62.53,155.8,290.67,2.17
292,Shar,17,KZ,1595281347,72,49.59,81.05,292.67,1.15
293,Bac Lieu,100,VN,1595281348,81,9.29,105.72,299.53,1.13
294,Mandalgovi,52,MN,1595281349,35,45.76,106.27,291.14,4.46
295,Rūdbār,0,AF,1595281351,14,30.15,62.6,303.58,6.85
296,Bima,24,ID,1595281352,89,-8.47,118.72,294.99,1.27
297,Druzhba,3,UA,1595281353,87,52.04,33.95,288.07,2.11
298,San Quintín,0,MX,1595281313,54,30.48,-115.95,297.41,9.85
299,Cabedelo,1,BR,1595281356,83,-6.98,-34.83,296.15,3.1
300,Aleppo Governorate,0,SY,1595281357,48,36.25,37.5,297.89,8.44
301,Pangai,40,TO,1595281358,83,-19.8,-174.35,298.15,3.1
302,Moranbah,100,AU,1595281359,52,-22.0,148.05,286.26,7.82
303,Labuhan,27,ID,1595281361,88,-6.88,112.21,298.22,3.23
304,Ulverstone,91,AU,1595281362,85,-41.15,146.17,281.48,4.02
305,Krasnosel'kup,100,RU,1595281364,60,65.7,82.47,285.46,2.74
306,Saint-Louis,69,SN,1595281365,49,16.33,-15.0,304.35,6.08
307,Puerto Escondido,90,MX,1595281366,70,15.85,-97.07,303.15,4.1
308,Discovery Bay,1,US,1595281367,29,37.91,-121.6,304.15,8.7
309,Conde,0,BR,1595281369,83,-7.26,-34.91,296.15,3.1
310,Katsuura,100,JP,1595281370,92,35.13,140.3,297.59,0.45
311,Praia da Vitória,75,PT,1595281371,73,38.73,-27.07,295.15,2.18
312,Dingle,52,PH,1595281373,87,11.0,122.67,298.1,1.69
313,Bahawalpur,12,PK,1595281374,51,29.4,71.68,307.82,7.03
314,Provideniya,75,RU,1595281375,76,64.38,-173.3,283.15,4.0
315,Grootfontein,0,NA,1595281376,66,-19.57,18.12,280.32,1.79
316,Tura,100,IN,1595281378,98,25.52,90.22,296.53,2.13
317,Luwingu,39,ZM,1595281379,69,-10.26,29.93,284.96,2.4
318,Naryan-Mar,0,RU,1595281380,72,67.67,53.09,286.98,2.52
319,Keelung,75,TW,1595281382,88,25.13,121.74,303.71,1.0
320,Tibati,100,CM,1595281383,93,6.47,12.63,291.82,0.92
321,Kolpashevo,86,RU,1595281384,95,58.31,82.91,286.67,4.49
322,Dudinka,90,RU,1595281386,100,69.41,86.18,283.15,4.0
323,Iqaluit,75,CA,1595281249,93,63.75,-68.51,281.15,2.1
324,Ambur,70,IN,1595281388,80,12.78,78.7,298.32,1.7
325,Kumul,100,CN,1595281390,22,42.8,93.45,302.62,1.41
326,Sretensk,28,RU,1595281391,74,52.25,117.71,285.22,3.68
327,Rudnaya Pristan',98,RU,1595281392,91,44.36,135.81,291.84,3.24
328,Zhigansk,100,RU,1595281393,97,66.77,123.37,290.66,4.37
329,Tūkrah,0,LY,1595281395,72,32.53,20.58,297.28,6.4
330,Aykhal,90,RU,1595281396,93,66.0,111.5,284.15,4.0
331,Coyhaique,90,CL,1595281397,85,-45.58,-72.07,275.15,2.6
332,Padang,60,ID,1595281398,76,-0.95,100.35,298.69,2.13
333,Nuuk,100,GL,1595281400,76,64.18,-51.72,284.15,3.6
334,Kapit,100,MY,1595281401,95,2.02,112.93,296.06,1.02
335,Nurota,0,UZ,1595281402,24,40.56,65.69,300.15,1.0
336,Plymouth,1,US,1595281286,55,41.83,-70.83,306.15,6.2
337,Sambava,86,MG,1595281404,80,-14.27,50.17,293.34,6.26
338,Huangmei,100,CN,1595281406,91,30.19,116.03,295.31,1.01
339,Mehamn,90,NO,1595281407,100,71.04,27.85,283.15,1.5
340,Narsaq,3,GL,1595281408,53,60.92,-46.05,286.91,3.0
341,Two Hills,3,CA,1595281409,67,53.72,-111.75,294.34,4.67
342,Kiunga,91,PG,1595281411,97,-6.12,141.29,296.09,1.31
343,Galway,75,IE,1595281412,67,53.27,-9.05,287.15,3.6
344,Tabuk,11,PH,1595281413,87,17.42,121.44,296.36,1.09
345,Adrar,25,MR,1595281278,19,20.5,-10.07,309.7,1.52
346,Laguna,1,US,1595281416,39,38.42,-121.42,303.15,4.1
347,Piaçabuçu,35,BR,1595281417,84,-10.41,-36.43,296.43,4.8
348,East London,0,ZA,1595281418,41,-33.02,27.91,290.95,2.65
349,Bulawayo,0,ZW,1595281419,86,-20.15,28.58,282.08,4.47
350,Talaya,0,RU,1595281421,46,61.38,152.75,291.55,3.25
351,Ossora,18,RU,1595281422,69,59.24,163.07,286.24,3.82
352,Fortuna,20,US,1595281423,77,40.6,-124.16,292.59,6.2
353,Cavalcante,45,BR,1595281425,47,-13.8,-47.46,293.17,2.61
354,Sørland,75,NO,1595281426,76,67.67,12.69,286.15,3.44
355,Constitución,94,CL,1595281427,80,-35.33,-72.42,285.5,2.96
356,Le Port,20,RE,1595281428,59,-20.94,55.29,292.15,6.2
357,Petrov Val,78,RU,1595281430,62,50.14,45.21,292.31,1.9
358,Dwārāhāt,76,IN,1595281151,87,29.78,79.43,291.37,0.79
359,Taoudenni,8,ML,1595281432,22,22.68,-3.98,310.14,8.07
360,Felanitx,0,ES,1595281433,78,39.47,3.15,298.15,2.6
361,Marabu,40,MY,1595281435,100,4.41,114.01,298.15,2.6
362,Aswān,0,EG,1595281436,17,24.09,32.91,307.27,6.63
363,Erzin,0,TR,1595281437,86,36.96,36.2,299.82,0.62
364,Chifeng,70,CN,1595281279,54,42.27,118.96,293.55,1.46
365,Zhob,17,PK,1595281440,57,31.34,69.45,298.26,4.13
366,Samandağ,0,TR,1595281441,74,36.08,35.98,299.15,5.7
367,Volgorechensk,90,RU,1595281442,100,57.44,41.16,290.15,2.0
368,Murgab,0,TM,1595281443,28,37.5,61.97,303.15,2.1
369,Flinders,0,AU,1595281268,70,-34.58,150.86,281.48,1.34
370,Kirakira,6,SB,1595281446,73,-10.45,161.92,298.91,3.77
371,Tshane,0,BW,1595281447,45,-24.02,21.87,282.27,1.93
372,Eirunepé,75,BR,1595281280,66,-6.66,-69.87,302.09,1.01
373,Villarrica,4,PY,1595281450,67,-25.75,-56.43,295.37,2.83
