,City,Cloudiness,Country,Date,Humidity,Latitude,Longitude,Max Temp,Wind Speed
70,Quatre Cocos,75,MU,1591749795,73,-20.21,57.76,295.15,7.2
71,Busselton,97,AU,1591749797,65,-33.65,115.33,283.71,4.16
72,Ardu,23,EE,1591749798,87,59.1,25.35,286.15,2.1
73,Vila Velha,0,BR,1591749799,88,-20.33,-40.29,295.15,1.5
74,Yangambi,100,CD,1591749800,96,0.81,24.43,294.36,0.41
75,Cayenne,75,GF,1591749802,100,4.93,-52.33,299.15,1.26
76,Natal,75,BR,1591749803,100,-5.79,-35.21,296.15,3.1
77,Kismayo,7,SO,1591749804,79,-0.36,42.55,299.18,6.76
78,Port-Gentil,98,GA,1591749806,86,-0.72,8.78,297.65,7.05
79,Hithadhoo,100,MV,1591749807,72,-0.6,73.08,301.78,3.61
80,Borba,0,BR,1591749808,90,-4.39,-59.59,296.8,1.18
81,Narsaq,75,GL,1591749809,54,60.92,-46.05,286.15,10.8
82,Lebu,100,CL,1591749794,80,-37.62,-73.65,284.26,6.63
83,Saint-Leu,2,RE,1591749812,68,-21.15,55.28,292.15,4.1
84,Qaqortoq,75,GL,1591749813,54,60.72,-46.03,286.15,10.8
85,East London,0,ZA,1591749815,29,-33.02,27.91,297.95,6.48
86,Alofi,100,NU,1591749816,68,-19.06,-169.92,299.22,2.86
87,Dingle,100,PH,1591749589,68,11.0,122.67,302.68,1.37
88,Jangipur,0,IN,1591749818,59,24.47,88.07,305.07,3.75
89,Tiksi,100,RU,1591749820,92,71.69,128.87,272.71,4.54
90,George Town,20,MY,1591749581,88,5.41,100.34,301.15,1.5
91,Yarmouth,90,US,1591749611,68,41.71,-70.23,294.15,2.1
92,Kapaa,40,US,1591749591,70,22.08,-159.32,302.15,7.2
93,Nome,90,US,1591749824,53,64.5,-165.41,284.15,3.1
94,Guerrero Negro,0,MX,1591749826,25,27.98,-114.06,299.62,9.32
95,Anloga,20,GH,1591749827,88,5.79,0.9,299.15,2.1
96,Camacha,40,PT,1591749828,72,33.08,-16.33,291.15,4.6
97,Tasiilaq,100,GL,1591749830,75,65.61,-37.64,278.15,2.1
98,Prince Rupert,90,CA,1591749614,93,54.32,-130.32,284.15,5.7
99,Mahébourg,75,MU,1591749832,73,-20.41,57.7,295.15,7.2
100,Carnarvon,0,AU,1591749833,32,-24.87,113.63,294.77,1.34
101,Yangi Marg`ilon,75,UZ,1591749614,63,40.43,71.72,292.15,2.1
102,Petropavlovsk-Kamchatskiy,83,RU,1591749836,66,53.05,158.65,286.15,6.0
103,Upernavik,45,GL,1591749837,93,72.79,-56.15,273.67,1.76
104,Lüderitz,38,NA,1591749838,89,-26.65,15.16,287.52,5.33
105,Aklavik,90,CA,1591749590,87,68.22,-135.01,280.15,6.2
106,Goderich,100,CA,1591749646,67,43.75,-81.72,297.04,7.14
107,Lavrentiya,88,RU,1591749842,76,65.58,-171.0,277.53,2.82
108,Stokmarknes,20,NO,1591749843,93,68.56,14.91,276.15,2.1
109,Esperance,99,AU,1591749618,61,-33.87,121.9,283.15,5.7
110,Iqaluit,90,CA,1591749846,74,63.75,-68.51,274.15,8.2
111,Hermanus,0,ZA,1591749847,86,-34.42,19.23,287.04,5.36
112,Sitka,90,US,1591749848,47,57.05,-135.33,288.15,2.1
113,Pangnirtung,21,CA,1591749850,93,66.15,-65.71,273.45,0.98
114,Tuktoyaktuk,90,CA,1591749851,70,69.45,-133.04,282.15,3.6
115,Zamora,64,EC,1591749852,71,-4.07,-78.96,292.78,0.65
116,Nikolskoye,75,RU,1591749853,93,59.7,30.79,289.82,4.0
117,Biak,100,ID,1591749610,83,-0.91,122.88,298.38,3.37
118,Huarmey,73,PE,1591749856,80,-10.07,-78.15,290.81,1.82
119,Morros,0,BR,1591749857,60,-9.45,-46.3,296.13,1.74
120,Garoowe,0,SO,1591749858,55,8.41,48.48,300.05,10.09
121,Saint Paul Harbor,90,US,1591749860,87,57.79,-152.41,282.15,3.1
122,Reyes,98,BO,1591749861,75,-14.32,-67.38,299.18,0.86
123,Izumo,75,JP,1591749862,61,35.37,132.77,299.15,1.0
124,Bethel,1,US,1591749622,50,41.37,-73.41,299.15,4.1
125,Altay,7,CN,1591749865,52,47.87,88.12,289.0,1.14
126,Ponta do Sol,20,PT,1591749866,68,32.67,-17.1,291.15,3.6
127,Norman Wells,75,CA,1591749867,45,65.28,-126.83,291.15,7.2
128,Dunedin,0,NZ,1591749869,55,-45.87,170.5,285.52,2.28
129,Kupino,23,RU,1591749870,60,54.37,77.3,288.7,2.87
130,Klaksvík,100,FO,1591749871,93,62.23,-6.59,282.15,8.7
131,Qaanaaq,0,GL,1591749873,87,77.48,-69.36,271.5,0.58
132,Caorle,100,IT,1591749874,91,45.6,12.88,289.82,2.51
133,Pedregulho,35,BR,1591749875,84,-20.26,-47.48,290.62,1.3
134,Kiama,100,AU,1591749876,93,-34.68,150.87,289.26,0.92
135,Bonthe,100,SL,1591749878,86,7.53,-12.51,299.07,2.7
136,Celestún,0,MX,1591749609,74,20.87,-90.4,303.5,4.96
137,Flinders,100,AU,1591749881,88,-34.58,150.86,289.26,1.79
138,Caravelas,0,BR,1591749882,94,-17.71,-39.25,295.3,1.71
139,Villazón,0,BO,1591749883,41,-22.09,-65.59,281.45,3.36
140,Hofn,0,IS,1591749885,79,64.25,-15.21,281.79,0.98
141,Saskylakh,0,RU,1591749886,56,71.92,114.08,280.38,3.22
142,Port Hardy,90,CA,1591749725,87,50.7,-127.42,286.15,5.7
143,Katsuura,38,JP,1591749888,58,35.13,140.3,301.15,7.2
144,Kaeo,70,NZ,1591749890,3,-35.1,173.78,289.26,3.13
145,Chokurdakh,100,RU,1591749891,73,70.63,147.92,277.28,6.24
146,Hong Kong,20,HK,1591749835,70,22.29,114.16,304.15,3.6
147,Kavieng,89,PG,1591749893,72,-2.57,150.8,302.86,3.08
148,Jingdezhen,100,CN,1591749895,94,29.29,117.21,297.7,1.19
149,Huilong,100,CN,1591749896,86,31.81,121.66,301.48,3.51
150,The Valley,100,AI,1591749897,78,18.22,-63.06,300.93,2.24
151,Asău,41,RO,1591749600,87,46.43,26.4,287.59,0.85
152,Fortuna,1,US,1591749900,59,40.6,-124.16,294.26,6.7
153,Vila Franca do Campo,20,PT,1591749901,77,37.72,-25.43,290.15,1.0
154,Ribeira Grande,98,PT,1591749902,81,38.52,-28.7,291.02,4.11
155,Benguela,15,AO,1591749904,84,-12.58,13.41,293.28,1.38
156,Rabo de Peixe,20,PT,1591749905,77,37.8,-25.58,290.15,1.0
157,San Patricio,20,MX,1591749907,83,19.22,-104.7,299.15,5.1
158,Saint-François,94,FR,1591749908,71,46.42,3.91,286.15,3.1
159,Pitsunda,20,GE,1591749909,88,43.16,40.34,292.15,1.0
160,Burley,1,US,1591749835,32,42.54,-113.79,294.15,6.7
161,Rawson,74,AR,1591749912,45,-43.3,-65.1,286.16,13.34
162,Bangassou,100,CF,1591749913,96,4.74,22.82,292.6,0.9
163,Isangel,75,VU,1591749914,74,-19.55,169.27,300.15,5.1
164,Mar del Plata,0,AR,1591749915,80,-38.0,-57.56,283.15,3.1
165,Raymond Terrace,90,AU,1591749917,100,-32.75,151.75,289.26,4.1
166,Kaniama,0,CD,1591749918,51,-7.57,24.18,291.16,1.82
167,Port Elizabeth,10,ZA,1591749635,45,-33.92,25.57,292.15,2.1
168,Simav,7,TR,1591749920,43,39.09,28.98,292.59,0.45
169,Minbu,21,MM,1591749921,66,20.18,94.88,302.4,6.41
170,Vao,99,NC,1591749923,79,-22.67,167.48,295.31,11.57
171,Cabo San Lucas,5,MX,1591749924,51,22.89,-109.91,300.15,6.7
172,Réo,99,BF,1591749925,61,12.32,-2.47,300.04,4.91
173,Thompson,90,CA,1591749926,93,55.74,-97.86,283.15,3.6
174,Galveston,1,US,1591749745,74,29.37,-94.97,304.15,6.2
175,Aljezur,100,PT,1591749929,67,37.32,-8.8,291.48,4.96
176,Prienai,48,LT,1591749930,93,54.63,23.95,289.15,3.6
177,Vardø,51,NO,1591749932,68,70.37,31.11,279.01,3.96
178,Makaha,40,US,1591749933,61,21.47,-158.22,303.15,6.7
179,Chui,0,UY,1591749934,94,-33.7,-53.46,284.28,1.06
180,Ubari,40,LY,1591749935,23,26.59,12.78,302.91,2.06
181,Paoua,58,CF,1591749937,92,7.24,16.44,293.22,1.8
182,Tcholliré,98,CM,1591749938,85,8.4,14.17,296.02,1.63
183,Buchanan,100,LR,1591749939,87,5.88,-10.05,298.84,3.06
184,Longyearbyen,75,SJ,1591749940,69,78.22,15.64,277.15,3.1
185,Sinnamary,12,GF,1591749942,84,5.38,-52.95,298.65,2.1
186,Troitsko-Pechorsk,0,RU,1591749943,60,62.71,56.2,292.62,3.52
187,Hambantota,100,LK,1591749944,80,6.12,81.12,300.76,8.54
188,Mumbwa,0,ZM,1591749945,64,-14.98,27.06,283.85,1.69
189,Aldan,100,RU,1591749947,56,58.6,125.39,285.84,3.32
190,Kenora,90,CA,1591749948,93,49.82,-94.43,287.15,4.1
191,Tessalit,14,ML,1591749949,18,20.2,1.01,308.31,4.27
192,São Félix do Xingu,0,BR,1591749950,82,-6.64,-51.99,296.27,1.06
193,Cap Malheureux,0,MU,1591749952,81,-19.98,57.61,292.59,2.68
194,Mount Isa,0,AU,1591749953,46,-20.73,139.5,296.15,5.1
195,Ulaanbaatar,60,MN,1591749954,46,47.91,106.88,283.15,1.58
196,Saint-Philippe,39,RE,1591749955,63,-21.36,55.77,292.15,5.7
197,Jinka,23,ET,1591749957,83,5.65,36.65,289.63,1.13
198,Port Lincoln,0,AU,1591749958,43,-34.73,135.87,285.91,2.46
199,Kupang,40,ID,1591749959,65,-10.17,123.58,301.15,6.2
200,Tuatapere,73,NZ,1591749960,81,-46.13,167.68,285.37,3.58
201,Inhambane,0,MZ,1591749961,81,-23.86,35.38,293.26,1.28
202,Codrington,6,AU,1591749963,67,-38.27,141.97,283.48,5.25
203,Kalga,17,RU,1591749964,41,50.93,118.9,292.19,2.49
204,Okha,100,RU,1591749965,95,53.57,142.95,280.57,3.65
205,La Santisima Trinidad,0,BO,1591749966,84,-14.83,-64.9,297.53,1.56
206,Port Augusta,0,AU,1591749968,75,-32.5,137.77,283.15,1.5
207,Auki,15,SB,1591749969,62,-8.77,160.7,303.81,1.05
208,Kaputa,0,ZM,1591749970,61,-8.47,29.66,290.82,0.64
209,Luwuk,100,ID,1591749971,78,-0.95,122.79,299.24,2.95
210,Dinguiraye,100,GN,1591749973,85,11.3,-10.72,297.15,4.14
211,Champerico,99,GT,1591749974,76,14.3,-91.92,301.84,3.23
212,Baruun-Urt,0,MN,1591749975,30,46.68,113.28,291.88,6.33
213,Salalah,75,OM,1591749976,94,17.02,54.09,302.15,3.1
214,Acapulco de Juárez,75,MX,1591749978,70,16.86,-99.89,302.15,3.1
215,Tadine,63,NC,1591749979,75,-21.55,167.88,296.92,9.18
216,Jackson,40,US,1591749856,36,42.42,-122.83,299.26,4.1
217,Ilām,0,NP,1591749974,78,26.92,87.92,295.29,0.64
218,Ketchikan,90,US,1591749983,93,55.34,-131.65,285.15,11.8
219,Boyolangu,39,ID,1591749984,78,-8.12,111.89,298.55,1.19
220,Cody,20,US,1591749985,30,44.53,-109.06,292.04,8.2
221,College,75,US,1591749987,48,64.86,-147.8,293.15,7.2
222,Vestmannaeyjar,0,IS,1591749988,81,63.44,-20.27,281.7,6.05
223,Kumul,92,CN,1591749989,16,42.8,93.45,298.57,5.0
224,Khorixas,27,NA,1591749990,78,-20.37,14.97,283.02,0.6
225,Bathsheba,40,BB,1591749992,78,13.22,-59.52,300.15,5.1
226,Kisi,77,NG,1591749993,91,9.08,3.85,295.76,2.17
227,Xiaoweizhai,54,CN,1591749994,81,26.19,107.51,297.91,0.94
228,Kruisfontein,86,ZA,1591749995,44,-34.0,24.73,288.65,1.81
229,Boueni,40,YT,1591749997,73,-12.9,45.08,298.15,4.6
230,Cherskiy,100,RU,1591749998,33,68.75,161.3,295.8,6.92
231,Taksimo,43,RU,1591749877,47,56.34,114.88,288.1,2.33
232,Sioux Lookout,90,CA,1591750000,93,50.1,-91.92,290.15,2.1
233,Wahpeton,100,US,1591750002,82,46.27,-96.61,288.71,6.2
234,Saldanha,38,ZA,1591750003,87,-33.01,17.94,288.15,9.8
235,Nantucket,90,US,1591750004,87,41.28,-70.1,290.93,2.1
236,Lugovoy,84,KZ,1591750005,60,42.95,72.76,290.01,0.71
237,Charters Towers,100,AU,1591750007,57,-20.1,146.27,293.33,4.97
238,Verkhnyaya Inta,0,RU,1591750008,60,65.98,60.31,294.53,8.02
239,Provideniya,20,RU,1591750009,86,64.38,-173.3,278.15,5.0
240,Riyadh,0,SA,1591749966,19,24.69,46.72,305.15,1.5
241,Pak Phanang,40,TH,1591750012,94,8.35,100.2,300.15,1.5
242,Balad,0,IQ,1591750013,15,34.02,44.15,301.16,1.74
243,Mīzan Teferī,0,ET,1591750015,91,6.98,35.58,289.09,1.21
244,Albanel,20,CA,1591749869,42,48.88,-72.45,291.15,1.5
245,Fort Abbas,1,PK,1591750017,42,29.19,72.85,308.37,8.41
246,Zaoyang,97,CN,1591750018,80,32.13,112.75,296.77,5.27
247,Plaridel,40,PH,1591749895,74,14.89,120.86,303.71,2.6
248,Miraflores,75,MX,1591750021,46,19.22,-98.81,294.15,3.1
249,Mayumba,0,GA,1591750022,90,-3.43,10.66,295.95,1.94
250,São Filipe,26,CV,1591750024,84,14.9,-24.5,296.9,2.09
251,Château-Gontier,99,FR,1591750025,93,47.83,-0.7,287.04,2.6
252,Council Bluffs,75,US,1591749956,78,41.26,-95.86,303.15,10.8
253,Paciran,6,ID,1591750027,79,-6.88,112.38,299.69,2.18
254,Oktyabr'skiy,100,RU,1591750028,86,54.48,53.47,287.73,1.57
255,Sambava,56,MG,1591750030,80,-14.27,50.17,293.33,4.95
256,Pitlochry,100,GB,1591750031,91,56.71,-3.73,282.04,0.45
257,Bridlington,100,GB,1591750032,76,54.08,-0.19,284.15,1.5
258,Saint-Augustin,100,CA,1591750033,75,51.23,-58.65,279.6,0.58
259,Viedma,100,AR,1591749993,45,-40.81,-63.0,284.03,9.15
260,Sakakah,0,SA,1591750036,13,29.97,40.21,301.15,0.89
261,Macheng,100,CN,1591750037,89,31.18,115.03,297.94,2.03
262,Atikokan,100,CA,1591750038,82,48.76,-91.62,295.35,1.42
263,Geraldton,94,AU,1591750039,47,-28.77,114.6,287.15,7.7
264,Kudahuvadhoo,78,MV,1591750041,78,2.67,72.89,301.61,4.47
265,Neuquén,100,AR,1591750042,34,-38.95,-68.06,285.15,6.2
266,Haines Junction,0,CA,1591750043,24,60.75,-137.51,292.77,0.78
267,Lata,43,PT,1591750044,83,40.16,-8.33,288.71,0.55
268,Oyem,83,GA,1591750046,99,1.6,11.58,292.46,1.34
269,Jalu,0,LY,1591750047,39,29.03,21.55,299.74,4.19
270,Brest,99,BY,1591749795,96,52.1,23.7,289.96,2.5
271,Yurimaguas,6,PE,1591750049,81,-5.9,-76.08,298.28,0.61
272,Agadez,0,NE,1591750051,12,19.75,10.25,305.63,4.15
273,Beloha,0,MG,1591750052,85,-25.17,45.05,289.8,4.2
274,Mandalī,0,IQ,1591750053,11,33.75,45.55,306.01,4.67
275,Leningradskiy,82,RU,1591750054,35,69.38,178.42,290.99,4.36
276,Trairi,0,BR,1591750056,83,-3.28,-39.27,298.21,2.69
277,Hervey Bay,97,AU,1591750057,96,-25.3,152.85,292.04,5.81
278,Sola,75,VU,1591750058,94,-13.88,167.55,299.15,2.6
279,Ostrovnoy,100,RU,1591750059,85,68.05,39.51,278.48,3.86
280,Sterling,75,US,1591750060,62,39.01,-77.43,302.59,4.1
281,Djambala,100,CG,1591750062,96,-2.54,14.75,292.95,1.98
282,Tual,74,ID,1591750063,82,-5.67,132.75,300.35,9.72
283,Padang,0,ID,1591750064,64,-0.95,100.35,300.9,0.94
284,Kahului,20,US,1591749896,46,20.89,-156.47,305.15,9.3
285,Eresós,20,GR,1591750067,78,39.17,25.93,295.15,2.27
286,Sol'-Iletsk,55,RU,1591750068,47,51.16,54.99,292.5,4.9
287,Isabela,75,PH,1591750070,78,6.71,121.97,301.15,2.1
288,Sinnai,20,IT,1591750071,87,39.3,9.2,289.15,2.1
289,City of San Pedro,40,PH,1591750072,74,14.35,121.02,304.82,2.6
290,Poum,10,NC,1591750073,76,-20.23,164.02,297.89,7.18
291,Salinópolis,100,BR,1591750075,81,-0.61,-47.36,299.49,3.7
292,Saint-Pierre,13,RE,1591750076,63,-21.34,55.48,292.15,5.7
293,Ipixuna,40,BR,1591750077,94,-1.76,-48.8,298.15,1.5
294,Tilichiki,8,RU,1591750078,71,60.47,166.1,281.34,4.07
295,Two Hills,98,CA,1591750079,58,53.72,-111.75,289.5,2.22
296,Constitución,0,CL,1591750081,64,-35.33,-72.42,283.0,1.53
297,Bemidji,90,US,1591750080,100,47.47,-94.88,289.82,5.7
298,Tarauacá,8,BR,1591750083,87,-8.16,-70.77,297.2,0.37
299,Tungor,91,RU,1591750084,91,53.38,142.96,283.74,3.34
300,Nālūt,100,LY,1591750086,39,30.33,10.85,297.88,7.39
301,Itakyry,14,PY,1591750087,97,-24.93,-55.22,293.95,1.36
302,Manadhoo,100,MV,1591750088,79,5.77,73.38,301.87,5.58
303,Gubkinskiy,100,RU,1591750089,69,64.43,76.5,288.67,2.78
304,Opuwo,0,NA,1591750090,68,-18.06,13.84,282.34,1.3
305,Pangkalanbuun,12,ID,1591750092,83,-2.68,111.62,300.48,1.77
306,Lavello,75,IT,1591750093,88,41.05,15.79,292.59,1.5
307,Ulaangom,0,MN,1591750094,39,49.98,92.07,286.63,2.46
308,Muisne,100,EC,1591750095,86,0.6,-80.03,296.78,5.16
309,Porto-Novo,40,BJ,1591750097,83,6.5,2.6,300.15,2.6
310,Jasper,75,US,1591749917,37,37.2,-94.35,302.15,8.7
311,Majene,96,ID,1591750099,76,-3.54,118.97,300.66,4.88
312,Örnsköldsvik,0,SE,1591750100,80,63.29,18.72,278.15,2.1
313,Laguna,1,US,1591750102,15,38.42,-121.42,307.04,1.5
314,Ust'-Ishim,96,RU,1591750103,69,57.69,71.17,293.24,2.04
315,San Antonio,1,US,1591749809,56,29.42,-98.49,308.71,1.5
316,Chapais,1,CA,1591750060,26,49.78,-74.85,289.15,2.6
317,Banjar,20,ID,1591750107,88,-8.19,114.97,300.15,0.5
318,San Martín,0,AR,1591749857,62,-33.08,-68.47,284.15,2.1
319,Saint-Joseph,25,RE,1591750109,63,-21.37,55.62,292.15,5.7
320,Basmat,38,IN,1591750110,61,19.32,77.17,302.29,4.81
321,Kihurio,1,TZ,1591750111,83,-4.47,38.07,291.52,0.72
322,Ulfborg,87,DK,1591750113,90,56.27,8.32,283.15,1.25
323,Orlik,100,RU,1591750114,55,52.52,99.83,281.11,1.59
324,Torbay,75,CA,1591750115,100,47.67,-52.73,278.71,4.1
325,Touros,75,BR,1591750116,100,-5.2,-35.46,296.15,1.5
326,Kurchum,33,KZ,1591750118,71,48.57,83.65,289.23,4.51
327,Phetchabun,20,TH,1591750119,88,16.25,101.08,300.15,1.0
328,Turbat,0,PK,1591750120,89,26.0,63.04,299.03,0.67
329,Sechura,90,PE,1591750121,72,-5.56,-80.82,293.27,6.77
330,Malvern,20,US,1591750123,62,34.36,-92.81,305.15,3.6
331,Barma,51,SL,1591750124,94,8.35,-11.33,296.01,0.96
332,Ust-Tsilma,100,RU,1591750125,80,65.44,52.15,292.38,2.69
333,Coolum Beach,30,AU,1591749881,89,-26.53,153.1,293.71,1.34
334,Ahipara,32,NZ,1591750128,65,-35.17,173.17,289.15,5.03
335,Hirara,75,JP,1591750129,94,24.8,125.28,298.15,1.0
336,Sukhumi,100,GE,1591750130,54,43.0,41.02,295.53,1.07
337,Chimbote,100,PE,1591750131,81,-9.09,-78.58,291.28,1.94
338,Vangaindrano,74,MG,1591750133,89,-23.35,47.6,291.56,0.83
339,Inuvik,90,CA,1591750134,81,68.35,-133.72,281.15,3.6
340,Soyo,80,AO,1591750135,87,-6.13,12.37,297.02,4.01
341,Imbituba,75,BR,1591750136,93,-28.24,-48.67,292.15,1.5
342,Tenamaxtlán,94,MX,1591750138,43,20.22,-104.17,302.04,3.58
343,Grand-Santi,100,GF,1591750139,93,4.25,-54.38,295.91,1.13
344,Obama,58,JP,1591750140,64,35.5,135.75,300.37,0.89
345,Tegul'det,100,RU,1591750082,84,57.31,88.17,282.51,0.82
346,Sidhi,0,IN,1591750143,36,24.42,81.88,305.35,2.82
347,Ugoofaaru,83,MV,1591750144,78,5.67,73.0,302.02,5.46
348,Languyan,80,PH,1591750145,79,5.26,120.08,301.0,3.94
349,Kitimat,90,CA,1591750146,87,54.05,-128.65,284.15,4.1
350,Kalakamati,0,BW,1591750148,80,-20.59,27.31,282.97,3.29
351,Baykit,4,RU,1591750149,52,61.67,96.37,288.44,1.67
352,Puerto Escondido,75,MX,1591750105,74,15.85,-97.07,302.15,5.7
353,Folldal,83,NO,1591750152,80,62.13,10.0,280.47,1.72
354,Amahai,54,ID,1591750053,75,-3.33,128.92,301.13,1.57
355,Mae Sot,40,TH,1591750154,100,16.72,98.57,298.15,0.23
356,Pacific Grove,1,US,1591750060,31,36.62,-121.92,298.71,2.1
357,Mairana,96,BO,1591750157,100,-18.12,-63.93,288.06,1.62
358,Kayes,92,ML,1591750158,56,14.0,-11.0,307.15,4.1
359,Abu Dhabi,20,AE,1591750159,84,24.47,54.37,305.15,2.6
360,Stetseva,29,UA,1591750160,97,48.53,25.58,287.57,1.86
361,Yar-Sale,100,RU,1591750080,71,66.83,70.83,291.29,10.01
362,Mizdah,86,LY,1591750163,51,31.45,12.98,294.59,5.51
363,Chardara,0,KZ,1591750164,32,41.25,67.97,295.38,1.99
364,Fort Stewart,75,US,1591750165,100,31.87,-81.61,297.15,1.3
365,Shingū,75,JP,1591750166,94,33.73,135.98,295.15,3.1
366,Muzhi,0,RU,1591750168,48,65.37,64.67,296.64,7.03
367,Ambilobe,100,MG,1591750169,83,-13.2,49.05,290.98,1.56
368,Jacareacanga,0,BR,1591750170,88,-6.22,-57.75,296.46,1.12
369,Narva-Jõesuu,12,EE,1591750171,92,59.46,28.04,287.25,1.9
370,Ōmagari,36,JP,1591750173,57,39.45,140.48,298.15,1.5
371,Sorong,100,ID,1591750174,81,-0.88,131.25,299.15,2.34
372,Ürümqi,100,CN,1591750175,19,43.8,87.6,297.15,4.0
373,Bontang,100,ID,1591750176,86,0.13,117.5,300.11,3.93
